Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Indonesia,IDN,"Labor force, total",SL.TLF.TOTL.IN,93615736,96880468,99018448,100806703,102495611,104087207,105609290,107099831,109060869,110974767,112784214,114924975,116988944,118672947,120202270,121651092,123063758,122582281,125383553
Iraq,IRQ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,0.819047736,1.03153064,0.587961734,1.09387601,1.409960014,1.431387929,1.00796494,1.120863398,1.559625972,2.186846637,2.037857749,1.846078885,0.085369906
Iraq,IRQ,"Labor force, total",SL.TLF.TOTL.IN,5298707,5459752,5623195,5773410,5928840,6086450,6241978,6673745,7101683,7524199,7953549,8179143,8402958,8664860,8894655,9217796,9619604,9983673,10234985
Kuwait,KWT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.227676643,0.239924745,0.043222033,-0.319615405,0.009490495,-0.140178221,0.039961181,0.289492646,0.119453288,0.097291192,-0.004037938,1.051547476,1.130339826,2.115899294,1.650249066,0.823163206,0.298716374,0.248454514,0.263295019
Kuwait,KWT,"Labor force, total",SL.TLF.TOTL.IN,873726,935265,987617,1018375,1045140,1073514,1106829,1154659,1216232,1292607,1383946,1493248,1611890,1729663,1856503,1985038,2100763,2194085,2229107
Luxembourg,LUX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,17.96712096,14.51790944,14.93326034,12.43666267,75.96383407,-58.32288048,12.74333532,53.05599775,73.53262074,14.73745723,252.3081073,16.97650882,-15.88223131,27.68996365,45.80719854
Luxembourg,LUX,"Labor force, total",SL.TLF.TOTL.IN,176475,181748,188742,189068,194924,195020,201394,207425,213162,215802,220410,234318,237903,243419,255227,263259,273796,282755,281982
Mongolia,MNG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.680836311,2.874953005,4.723386674,3.391172717,5.57041863,8.242977369,4.663498213,7.434995704,7.189689659,8.801887026,15.02161543,13.60448462,23.52633713,43.91211162,34.75598261,16.37007552,2.762588323,0.802747344,-37.16564818
Mongolia,MNG,"Labor force, total",SL.TLF.TOTL.IN,898205,918952,943677,967482,992198,1016899,1039167,1063952,1086986,1107969,1129526,1151716,1169399,1207606,1212141,1237902,1262326,1279224,1268790
Nepal,NPL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.247611787,0.086418535,-0.008824258,0.347091518,-0.098374869,0.233443621,-0.005737557,0.030156296,-0.073509433,0.055606415,0.007932157,0.297715389,0.548294666,0.497114693,0.488006469,0.385264592,0.151993774,0.242380484,0.501592181
Nepal,NPL,"Labor force, total",SL.TLF.TOTL.IN,11543782,11794678,12011409,12231635,12445975,12652191,12846163,13027892,13237636,13426530,13604039,13865431,14152815,14545682,14972888,15417273,15851443,16260015,16689835
Norway,NOR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.824150642,4.175309947,4.863573569,1.833423293,1.541182276,1.827032092,1.86054683,3.258192557,3.438643796,6.184783334,4.448821205,2.233642336,5.041413472,2.064088146,5.371284448,-0.047696792,0.656829684,1.76462454,-5.023807928
Norway,NOR,"Labor force, total",SL.TLF.TOTL.IN,2377030,2382060,2405966,2417320,2439352,2409440,2422961,2431748,2465923,2522862,2598720,2599179,2607926,2626888,2671604,2699135,2723816,2762984,2768877
Pakistan,PAK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.813610046,0.844795025,0.416484258,0.522751161,1.1423542,0.641481502,1.141075209,2.010007068,3.112977982,3.668322816,3.197360002,1.390402267,1.13975303,0.6208231,0.382826517,0.576510795,0.764443119,0.599136312,0.892861508
Pakistan,PAK,"Labor force, total",SL.TLF.TOTL.IN,38654373,40043321,41617691,42713694,43991382,45816194,47704747,50083730,52551736,53655064,54888464,56949189,56125279,57508050,59382954,61333632,62716806,65422753,68396800
Peru,PER,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.961992147,3.865535405,1.564790193,2.199224502,3.935620845,2.273086425,2.394892075,3.390348169,3.910656805,5.374286559,5.743356976,5.32237544,5.730826615,4.27401356,6.119001617,4.870199775,2.208572109,4.355175704,3.581144545
Peru,PER,"Labor force, total",SL.TLF.TOTL.IN,11145342,11557191,11502890,12289391,12771228,13258254,13752567,14253792,14750542,15255493,15572305,15958608,16407919,16605508,16877968,17052108,17169769,17209815,17532996
Sri Lanka,LKA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.224592312,1.12676595,1.05898829,1.090747209,1.188277909,1.211327409,1.126677351,1.116128543,1.697007228,1.863919403,1.847465449,0.96035049,0.841839966,1.464115839,1.375173042,1.255214049,1.126054421,0.84371829,1.096793248
Sri Lanka,LKA,"Labor force, total",SL.TLF.TOTL.IN,7978309,7864117,7830731,7907981,7984113,8056471,8123334,8183016,8231291,8273940,8310608,8341363,8242391,8250892,8172455,8498965,8449225,8519572,8630101
Uganda,UGA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.189155246,2.337226332,2.59476175,2.593888371,2.988527292,3.190820333,3.72044058,4.213615704,6.479820608,6.44527613,5.118755092,4.631929852,2.694240313,4.432458026,5.214905283,4.455365919,3.878679401,2.721697426,2.59855532
Uganda,UGA,"Labor force, total",SL.TLF.TOTL.IN,7964690,8210198,8474559,8754685,9055603,9377010,9719420,10083345,10456546,10855276,11278085,11722812,12188774,12668625,13172930,13664315,14172510,14698381,15233398
Vietnam,VNM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,6.141214403,4.922663457,4.16392408,3.977335462,3.992687051,3.666012292,3.544081073,3.390403646,3.616000904,8.654717714,9.663039055,7.168819875,6.9006118,5.481799304,5.370298997,5.19792941,4.940800273,6.106361156,6.138072368
Vietnam,VNM,"Labor force, total",SL.TLF.TOTL.IN,40327942,41354041,42312002,43407469,44383326,45289503,46205807,47171711,48034823,48953545,49925424,50869267,51939895,52960884,53977063,54961593,55902420,56489773,56888431
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Data from database: Jobs,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/15/2020,,,,,,,,,,,,,,,,,,,,,,
