Temperature - (Celsius), Year, Statistics, Country, ISO3
11.2742, 2005, Oct Average, Hungary, HUN
4.10508, 2005, Nov Average, Hungary, HUN
0.37065, 2005, Dec Average, Hungary, HUN
-3.6229, 2006, Jan Average, Hungary, HUN
-0.8406, 2006, Feb Average, Hungary, HUN
3.87781, 2006, Mar Average, Hungary, HUN
12.0286, 2006, Apr Average, Hungary, HUN
15.1934, 2006, May Average, Hungary, HUN
19.1629, 2006, Jun Average, Hungary, HUN
23.0103, 2006, Jul Average, Hungary, HUN
18.827, 2006, Aug Average, Hungary, HUN
17.7749, 2006, Sep Average, Hungary, HUN
12.6973, 2006, Oct Average, Hungary, HUN
7.09253, 2006, Nov Average, Hungary, HUN
2.32522, 2006, Dec Average, Hungary, HUN
4.31832, 2007, Jan Average, Hungary, HUN
4.7431, 2007, Feb Average, Hungary, HUN
8.37398, 2007, Mar Average, Hungary, HUN
12.8579, 2007, Apr Average, Hungary, HUN
17.4776, 2007, May Average, Hungary, HUN
21.3355, 2007, Jun Average, Hungary, HUN
22.6641, 2007, Jul Average, Hungary, HUN
21.8099, 2007, Aug Average, Hungary, HUN
14.5013, 2007, Sep Average, Hungary, HUN
10.381, 2007, Oct Average, Hungary, HUN
3.75688, 2007, Nov Average, Hungary, HUN
-0.7263, 2007, Dec Average, Hungary, HUN
1.13771, 2008, Jan Average, Hungary, HUN
3.93935, 2008, Feb Average, Hungary, HUN
6.51399, 2008, Mar Average, Hungary, HUN
11.4917, 2008, Apr Average, Hungary, HUN
16.5923, 2008, May Average, Hungary, HUN
20.5559, 2008, Jun Average, Hungary, HUN
20.8987, 2008, Jul Average, Hungary, HUN
21.4051, 2008, Aug Average, Hungary, HUN
15.4468, 2008, Sep Average, Hungary, HUN
12.2349, 2008, Oct Average, Hungary, HUN
6.82177, 2008, Nov Average, Hungary, HUN
2.6162, 2008, Dec Average, Hungary, HUN
-1.8218, 2009, Jan Average, Hungary, HUN
1.19946, 2009, Feb Average, Hungary, HUN
5.7663, 2009, Mar Average, Hungary, HUN
14.3259, 2009, Apr Average, Hungary, HUN
16.9722, 2009, May Average, Hungary, HUN
18.7174, 2009, Jun Average, Hungary, HUN
22.1221, 2009, Jul Average, Hungary, HUN
22.0064, 2009, Aug Average, Hungary, HUN
18.5499, 2009, Sep Average, Hungary, HUN
11.0262, 2009, Oct Average, Hungary, HUN
7.04607, 2009, Nov Average, Hungary, HUN
1.5433, 2009, Dec Average, Hungary, HUN
-1.9947, 2010, Jan Average, Hungary, HUN
0.99796, 2010, Feb Average, Hungary, HUN
6.11521, 2010, Mar Average, Hungary, HUN
11.4948, 2010, Apr Average, Hungary, HUN
15.7143, 2010, May Average, Hungary, HUN
19.5902, 2010, Jun Average, Hungary, HUN
22.5314, 2010, Jul Average, Hungary, HUN
20.8907, 2010, Aug Average, Hungary, HUN
14.9581, 2010, Sep Average, Hungary, HUN
8.55462, 2010, Oct Average, Hungary, HUN
8.31359, 2010, Nov Average, Hungary, HUN
-1.4477, 2010, Dec Average, Hungary, HUN
-0.5297, 2011, Jan Average, Hungary, HUN
-0.3518, 2011, Feb Average, Hungary, HUN
6.2198, 2011, Mar Average, Hungary, HUN
12.9339, 2011, Apr Average, Hungary, HUN
16.2534, 2011, May Average, Hungary, HUN
20.1986, 2011, Jun Average, Hungary, HUN
20.6215, 2011, Jul Average, Hungary, HUN
22.0793, 2011, Aug Average, Hungary, HUN
19.2635, 2011, Sep Average, Hungary, HUN
10.2392, 2011, Oct Average, Hungary, HUN
2.63336, 2011, Nov Average, Hungary, HUN
2.49219, 2011, Dec Average, Hungary, HUN
0.35506, 2012, Jan Average, Hungary, HUN
-3.9652, 2012, Feb Average, Hungary, HUN
7.79046, 2012, Mar Average, Hungary, HUN
12.0594, 2012, Apr Average, Hungary, HUN
16.8224, 2012, May Average, Hungary, HUN
21.1138, 2012, Jun Average, Hungary, HUN
23.0977, 2012, Jul Average, Hungary, HUN
22.7858, 2012, Aug Average, Hungary, HUN
18.3712, 2012, Sep Average, Hungary, HUN
11.5527, 2012, Oct Average, Hungary, HUN
7.61071, 2012, Nov Average, Hungary, HUN
-0.6257, 2012, Dec Average, Hungary, HUN
-0.1405, 2013, Jan Average, Hungary, HUN
2.07527, 2013, Feb Average, Hungary, HUN
3.75923, 2013, Mar Average, Hungary, HUN
12.4133, 2013, Apr Average, Hungary, HUN
16.2837, 2013, May Average, Hungary, HUN
19.6988, 2013, Jun Average, Hungary, HUN
22.3515, 2013, Jul Average, Hungary, HUN
22.5352, 2013, Aug Average, Hungary, HUN
15.2059, 2013, Sep Average, Hungary, HUN
12.6357, 2013, Oct Average, Hungary, HUN
7.38706, 2013, Nov Average, Hungary, HUN
1.43826, 2013, Dec Average, Hungary, HUN
2.49679, 2014, Jan Average, Hungary, HUN
4.67304, 2014, Feb Average, Hungary, HUN
9.45817, 2014, Mar Average, Hungary, HUN
12.6754, 2014, Apr Average, Hungary, HUN
15.4566, 2014, May Average, Hungary, HUN
19.6641, 2014, Jun Average, Hungary, HUN
21.5702, 2014, Jul Average, Hungary, HUN
20.0321, 2014, Aug Average, Hungary, HUN
17.0717, 2014, Sep Average, Hungary, HUN
12.5082, 2014, Oct Average, Hungary, HUN
7.55658, 2014, Nov Average, Hungary, HUN
2.77345, 2014, Dec Average, Hungary, HUN
1.69768, 2015, Jan Average, Hungary, HUN
1.90036, 2015, Feb Average, Hungary, HUN
6.85736, 2015, Mar Average, Hungary, HUN
11.147, 2015, Apr Average, Hungary, HUN
16.1829, 2015, May Average, Hungary, HUN
20.1569, 2015, Jun Average, Hungary, HUN
23.3558, 2015, Jul Average, Hungary, HUN
23.3751, 2015, Aug Average, Hungary, HUN
17.8259, 2015, Sep Average, Hungary, HUN
10.5424, 2015, Oct Average, Hungary, HUN
6.917, 2015, Nov Average, Hungary, HUN
2.71874, 2015, Dec Average, Hungary, HUN
-0.9111, 2016, Jan Average, Hungary, HUN
5.94804, 2016, Feb Average, Hungary, HUN
7.06291, 2016, Mar Average, Hungary, HUN
12.6097, 2016, Apr Average, Hungary, HUN
15.7843, 2016, May Average, Hungary, HUN
20.5659, 2016, Jun Average, Hungary, HUN
21.9599, 2016, Jul Average, Hungary, HUN
20.4879, 2016, Aug Average, Hungary, HUN
18.286, 2016, Sep Average, Hungary, HUN
9.85233, 2016, Oct Average, Hungary, HUN
5.11012, 2016, Nov Average, Hungary, HUN
-0.6465, 2016, Dec Average, Hungary, HUN
