Temperature - (Celsius), Year, Statistics, Country, ISO3
17.5806, 1998, Aug Average, Luxembourg, LUX
14.2419, 1998, Sep Average, Luxembourg, LUX
9.36591, 1998, Oct Average, Luxembourg, LUX
2.39381, 1998, Nov Average, Luxembourg, LUX
2.6592, 1998, Dec Average, Luxembourg, LUX
3.57921, 1999, Jan Average, Luxembourg, LUX
1.78373, 1999, Feb Average, Luxembourg, LUX
6.55229, 1999, Mar Average, Luxembourg, LUX
9.35558, 1999, Apr Average, Luxembourg, LUX
14.3632, 1999, May Average, Luxembourg, LUX
15.4473, 1999, Jun Average, Luxembourg, LUX
19.4318, 1999, Jul Average, Luxembourg, LUX
17.7664, 1999, Aug Average, Luxembourg, LUX
17.243, 1999, Sep Average, Luxembourg, LUX
9.81554, 1999, Oct Average, Luxembourg, LUX
4.33096, 1999, Nov Average, Luxembourg, LUX
3.0911, 1999, Dec Average, Luxembourg, LUX
2.27385, 2000, Jan Average, Luxembourg, LUX
4.66655, 2000, Feb Average, Luxembourg, LUX
6.16981, 2000, Mar Average, Luxembourg, LUX
9.83312, 2000, Apr Average, Luxembourg, LUX
14.6232, 2000, May Average, Luxembourg, LUX
17.0006, 2000, Jun Average, Luxembourg, LUX
15.2627, 2000, Jul Average, Luxembourg, LUX
18.2404, 2000, Aug Average, Luxembourg, LUX
15.2429, 2000, Sep Average, Luxembourg, LUX
10.7887, 2000, Oct Average, Luxembourg, LUX
6.71201, 2000, Nov Average, Luxembourg, LUX
4.48245, 2000, Dec Average, Luxembourg, LUX
2.05186, 2001, Jan Average, Luxembourg, LUX
3.77913, 2001, Feb Average, Luxembourg, LUX
5.82765, 2001, Mar Average, Luxembourg, LUX
7.49613, 2001, Apr Average, Luxembourg, LUX
14.8032, 2001, May Average, Luxembourg, LUX
15.1212, 2001, Jun Average, Luxembourg, LUX
18.7889, 2001, Jul Average, Luxembourg, LUX
18.9961, 2001, Aug Average, Luxembourg, LUX
12.2402, 2001, Sep Average, Luxembourg, LUX
13.3963, 2001, Oct Average, Luxembourg, LUX
4.6329, 2001, Nov Average, Luxembourg, LUX
1.85524, 2001, Dec Average, Luxembourg, LUX
1.72222, 2002, Jan Average, Luxembourg, LUX
6.03401, 2002, Feb Average, Luxembourg, LUX
6.65476, 2002, Mar Average, Luxembourg, LUX
8.95955, 2002, Apr Average, Luxembourg, LUX
13.0641, 2002, May Average, Luxembourg, LUX
17.4343, 2002, Jun Average, Luxembourg, LUX
17.615, 2002, Jul Average, Luxembourg, LUX
18.2444, 2002, Aug Average, Luxembourg, LUX
13.821, 2002, Sep Average, Luxembourg, LUX
9.80435, 2002, Oct Average, Luxembourg, LUX
7.39967, 2002, Nov Average, Luxembourg, LUX
3.21472, 2002, Dec Average, Luxembourg, LUX
0.58976, 2003, Jan Average, Luxembourg, LUX
0.84296, 2003, Feb Average, Luxembourg, LUX
7.5619, 2003, Mar Average, Luxembourg, LUX
9.54765, 2003, Apr Average, Luxembourg, LUX
13.7901, 2003, May Average, Luxembourg, LUX
18.6219, 2003, Jun Average, Luxembourg, LUX
19.4287, 2003, Jul Average, Luxembourg, LUX
20.1518, 2003, Aug Average, Luxembourg, LUX
14.8813, 2003, Sep Average, Luxembourg, LUX
7.32615, 2003, Oct Average, Luxembourg, LUX
6.86172, 2003, Nov Average, Luxembourg, LUX
2.83777, 2003, Dec Average, Luxembourg, LUX
1.50788, 2004, Jan Average, Luxembourg, LUX
3.47683, 2004, Feb Average, Luxembourg, LUX
5.16561, 2004, Mar Average, Luxembourg, LUX
9.88576, 2004, Apr Average, Luxembourg, LUX
12.0871, 2004, May Average, Luxembourg, LUX
15.9426, 2004, Jun Average, Luxembourg, LUX
17.2385, 2004, Jul Average, Luxembourg, LUX
18.6234, 2004, Aug Average, Luxembourg, LUX
15.215, 2004, Sep Average, Luxembourg, LUX
10.9884, 2004, Oct Average, Luxembourg, LUX
4.96556, 2004, Nov Average, Luxembourg, LUX
1.25847, 2004, Dec Average, Luxembourg, LUX
2.71821, 2005, Jan Average, Luxembourg, LUX
0.44895, 2005, Feb Average, Luxembourg, LUX
5.75796, 2005, Mar Average, Luxembourg, LUX
9.84669, 2005, Apr Average, Luxembourg, LUX
13.0047, 2005, May Average, Luxembourg, LUX
17.6929, 2005, Jun Average, Luxembourg, LUX
18.3368, 2005, Jul Average, Luxembourg, LUX
16.2579, 2005, Aug Average, Luxembourg, LUX
15.9988, 2005, Sep Average, Luxembourg, LUX
12.726, 2005, Oct Average, Luxembourg, LUX
4.96264, 2005, Nov Average, Luxembourg, LUX
1.88992, 2005, Dec Average, Luxembourg, LUX
-0.6518, 2006, Jan Average, Luxembourg, LUX
1.05127, 2006, Feb Average, Luxembourg, LUX
3.33053, 2006, Mar Average, Luxembourg, LUX
8.59511, 2006, Apr Average, Luxembourg, LUX
13.5868, 2006, May Average, Luxembourg, LUX
17.2512, 2006, Jun Average, Luxembourg, LUX
21.9099, 2006, Jul Average, Luxembourg, LUX
15.6591, 2006, Aug Average, Luxembourg, LUX
17.6364, 2006, Sep Average, Luxembourg, LUX
13.1561, 2006, Oct Average, Luxembourg, LUX
7.76663, 2006, Nov Average, Luxembourg, LUX
4.4587, 2006, Dec Average, Luxembourg, LUX
5.38317, 2007, Jan Average, Luxembourg, LUX
5.33647, 2007, Feb Average, Luxembourg, LUX
6.79019, 2007, Mar Average, Luxembourg, LUX
12.2489, 2007, Apr Average, Luxembourg, LUX
14.431, 2007, May Average, Luxembourg, LUX
17.3489, 2007, Jun Average, Luxembourg, LUX
17.0902, 2007, Jul Average, Luxembourg, LUX
16.9151, 2007, Aug Average, Luxembourg, LUX
13.3096, 2007, Sep Average, Luxembourg, LUX
9.66388, 2007, Oct Average, Luxembourg, LUX
4.94785, 2007, Nov Average, Luxembourg, LUX
2.11447, 2007, Dec Average, Luxembourg, LUX
4.32976, 2008, Jan Average, Luxembourg, LUX
4.34775, 2008, Feb Average, Luxembourg, LUX
5.15074, 2008, Mar Average, Luxembourg, LUX
8.09787, 2008, Apr Average, Luxembourg, LUX
15.6845, 2008, May Average, Luxembourg, LUX
16.6292, 2008, Jun Average, Luxembourg, LUX
18.0097, 2008, Jul Average, Luxembourg, LUX
17.428, 2008, Aug Average, Luxembourg, LUX
12.9445, 2008, Sep Average, Luxembourg, LUX
9.61786, 2008, Oct Average, Luxembourg, LUX
5.6529, 2008, Nov Average, Luxembourg, LUX
1.29496, 2008, Dec Average, Luxembourg, LUX
-1.4922, 2009, Jan Average, Luxembourg, LUX
1.98316, 2009, Feb Average, Luxembourg, LUX
5.38256, 2009, Mar Average, Luxembourg, LUX
11.9753, 2009, Apr Average, Luxembourg, LUX
14.2434, 2009, May Average, Luxembourg, LUX
15.9331, 2009, Jun Average, Luxembourg, LUX
18.3607, 2009, Jul Average, Luxembourg, LUX
19.2066, 2009, Aug Average, Luxembourg, LUX
15.2795, 2009, Sep Average, Luxembourg, LUX
9.90813, 2009, Oct Average, Luxembourg, LUX
8.22106, 2009, Nov Average, Luxembourg, LUX
1.63147, 2009, Dec Average, Luxembourg, LUX
-1.7491, 2010, Jan Average, Luxembourg, LUX
1.3065, 2010, Feb Average, Luxembourg, LUX
5.42106, 2010, Mar Average, Luxembourg, LUX
9.61655, 2010, Apr Average, Luxembourg, LUX
10.7739, 2010, May Average, Luxembourg, LUX
17.1207, 2010, Jun Average, Luxembourg, LUX
19.9254, 2010, Jul Average, Luxembourg, LUX
16.8758, 2010, Aug Average, Luxembourg, LUX
13.2703, 2010, Sep Average, Luxembourg, LUX
9.37479, 2010, Oct Average, Luxembourg, LUX
5.43928, 2010, Nov Average, Luxembourg, LUX
-1.9846, 2010, Dec Average, Luxembourg, LUX
2.07831, 2011, Jan Average, Luxembourg, LUX
3.40731, 2011, Feb Average, Luxembourg, LUX
6.69821, 2011, Mar Average, Luxembourg, LUX
12.3184, 2011, Apr Average, Luxembourg, LUX
14.651, 2011, May Average, Luxembourg, LUX
16.6171, 2011, Jun Average, Luxembourg, LUX
16.0087, 2011, Jul Average, Luxembourg, LUX
17.682, 2011, Aug Average, Luxembourg, LUX
16.0633, 2011, Sep Average, Luxembourg, LUX
10.7171, 2011, Oct Average, Luxembourg, LUX
6.34149, 2011, Nov Average, Luxembourg, LUX
4.79551, 2011, Dec Average, Luxembourg, LUX
3.30155, 2012, Jan Average, Luxembourg, LUX
-1.1169, 2012, Feb Average, Luxembourg, LUX
8.12985, 2012, Mar Average, Luxembourg, LUX
8.10387, 2012, Apr Average, Luxembourg, LUX
14.3907, 2012, May Average, Luxembourg, LUX
15.4659, 2012, Jun Average, Luxembourg, LUX
17.3168, 2012, Jul Average, Luxembourg, LUX
19.2285, 2012, Aug Average, Luxembourg, LUX
14.1153, 2012, Sep Average, Luxembourg, LUX
9.99201, 2012, Oct Average, Luxembourg, LUX
5.88838, 2012, Nov Average, Luxembourg, LUX
3.59066, 2012, Dec Average, Luxembourg, LUX
0.89886, 2013, Jan Average, Luxembourg, LUX
0.09522, 2013, Feb Average, Luxembourg, LUX
2.04034, 2013, Mar Average, Luxembourg, LUX
8.53503, 2013, Apr Average, Luxembourg, LUX
10.9543, 2013, May Average, Luxembourg, LUX
15.7899, 2013, Jun Average, Luxembourg, LUX
20.1589, 2013, Jul Average, Luxembourg, LUX
18.3295, 2013, Aug Average, Luxembourg, LUX
14.3495, 2013, Sep Average, Luxembourg, LUX
11.867, 2013, Oct Average, Luxembourg, LUX
5.09884, 2013, Nov Average, Luxembourg, LUX
4.11488, 2013, Dec Average, Luxembourg, LUX
4.25069, 2014, Jan Average, Luxembourg, LUX
5.17801, 2014, Feb Average, Luxembourg, LUX
8.04664, 2014, Mar Average, Luxembourg, LUX
11.6234, 2014, Apr Average, Luxembourg, LUX
12.9543, 2014, May Average, Luxembourg, LUX
16.9377, 2014, Jun Average, Luxembourg, LUX
19.1742, 2014, Jul Average, Luxembourg, LUX
16.0025, 2014, Aug Average, Luxembourg, LUX
15.7125, 2014, Sep Average, Luxembourg, LUX
12.7746, 2014, Oct Average, Luxembourg, LUX
7.30267, 2014, Nov Average, Luxembourg, LUX
3.5526, 2014, Dec Average, Luxembourg, LUX
2.30964, 2015, Jan Average, Luxembourg, LUX
1.88106, 2015, Feb Average, Luxembourg, LUX
5.93104, 2015, Mar Average, Luxembourg, LUX
9.54747, 2015, Apr Average, Luxembourg, LUX
12.8546, 2015, May Average, Luxembourg, LUX
16.5326, 2015, Jun Average, Luxembourg, LUX
19.8182, 2015, Jul Average, Luxembourg, LUX
19.582, 2015, Aug Average, Luxembourg, LUX
13.2546, 2015, Sep Average, Luxembourg, LUX
9.38744, 2015, Oct Average, Luxembourg, LUX
8.34162, 2015, Nov Average, Luxembourg, LUX
7.26622, 2015, Dec Average, Luxembourg, LUX
3.19032, 2016, Jan Average, Luxembourg, LUX
3.90896, 2016, Feb Average, Luxembourg, LUX
4.67132, 2016, Mar Average, Luxembourg, LUX
8.18252, 2016, Apr Average, Luxembourg, LUX
13.6914, 2016, May Average, Luxembourg, LUX
15.8611, 2016, Jun Average, Luxembourg, LUX
18.7906, 2016, Jul Average, Luxembourg, LUX
18.4954, 2016, Aug Average, Luxembourg, LUX
17.5386, 2016, Sep Average, Luxembourg, LUX
9.31176, 2016, Oct Average, Luxembourg, LUX
6.08297, 2016, Nov Average, Luxembourg, LUX
2.62367, 2016, Dec Average, Luxembourg, LUX
